<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
EURPLN,D,20030729,000000,4.4044,4.4143,4.3697,4.3768,0,0
EURPLN,D,20030730,000000,4.3716,4.3849,4.3569,4.3727,0,0
EURPLN,D,20030731,000000,4.3649,4.3908,4.3416,4.3443,0,0
EURPLN,D,20030801,000000,4.3529,4.4076,4.3411,4.3912,0,0
EURPLN,D,20030804,000000,4.3988,4.3988,4.3638,4.3768,0,0
EURPLN,D,20030805,000000,4.3719,4.3867,4.352,4.3712,0,0
EURPLN,D,20030806,000000,4.3827,4.3904,4.3619,4.3669,0,0
EURPLN,D,20030807,000000,4.3693,4.3913,4.3609,4.3684,0,0
EURPLN,D,20030808,000000,4.3673,4.3735,4.3479,4.3596,0,0
EURPLN,D,20030811,000000,4.3496,4.3765,4.3469,4.3667,0,0
EURPLN,D,20030812,000000,4.3564,4.3785,4.3407,4.3752,0,0
EURPLN,D,20030813,000000,4.3733,4.3849,4.362,4.373,0,0
EURPLN,D,20030814,000000,4.3784,4.3874,4.3493,4.3615,0,0
EURPLN,D,20030815,000000,4.3576,4.3942,4.3576,4.3645,0,0
EURPLN,D,20030818,000000,4.3632,4.3789,4.3548,4.3739,0,0
EURPLN,D,20030819,000000,4.3694,4.3812,4.3513,4.3789,0,0
EURPLN,D,20030820,000000,4.37,4.3824,4.3572,4.3621,0,0
EURPLN,D,20030821,000000,4.359,4.3796,4.3348,4.3758,0,0
EURPLN,D,20030822,000000,4.3562,4.3743,4.3447,4.356,0,0
EURPLN,D,20030825,000000,4.3578,4.3736,4.3499,4.3522,0,0
EURPLN,D,20030826,000000,4.3493,4.3666,4.3408,4.3655,0,0
EURPLN,D,20030827,000000,4.3489,4.3694,4.3429,4.3512,0,0
EURPLN,D,20030828,000000,4.3238,4.3616,4.3237,4.3444,0,0
EURPLN,D,20030829,000000,4.3491,4.3755,4.3428,4.3602,0,0
EURPLN,D,20030901,000000,4.3621,4.3683,4.3434,4.3485,0,0
EURPLN,D,20030902,000000,4.346,4.3694,4.3341,4.3494,0,0
EURPLN,D,20030903,000000,4.3497,4.3678,4.3363,4.3512,0,0
EURPLN,D,20030904,000000,4.3482,4.3814,4.3437,4.3757,0,0
EURPLN,D,20030905,000000,4.3953,4.4667,4.389,4.4283,0,0
EURPLN,D,20030908,000000,4.4447,4.4472,4.397,4.4251,0,0
EURPLN,D,20030909,000000,4.4244,4.4487,4.4164,4.4464,0,0
EURPLN,D,20030910,000000,4.4461,4.4556,4.4146,4.4415,0,0
EURPLN,D,20030911,000000,4.4503,4.4583,4.4053,4.4096,0,0
EURPLN,D,20030912,000000,4.4167,4.4681,4.4121,4.4444,0,0
EURPLN,D,20030915,000000,4.4543,4.4794,4.4294,4.4601,0,0
EURPLN,D,20030916,000000,4.4466,4.5007,4.4396,4.4646,0,0
EURPLN,D,20030917,000000,4.4608,4.5365,4.4582,4.5153,0,0
EURPLN,D,20030918,000000,4.5344,4.5497,4.4972,4.505,0,0
EURPLN,D,20030919,000000,4.503,4.5213,4.4749,4.4889,0,0
EURPLN,D,20030922,000000,4.5026,4.5274,4.4766,4.479,0,0
EURPLN,D,20030923,000000,4.4879,4.5089,4.4745,4.4797,0,0
EURPLN,D,20030924,000000,4.4634,4.5002,4.456,4.4983,0,0
EURPLN,D,20030925,000000,4.5028,4.5201,4.483,4.5078,0,0
EURPLN,D,20030926,000000,4.493,4.5522,4.4866,4.5261,0,0
EURPLN,D,20030929,000000,4.5297,4.6199,4.526,4.6199,0,0
EURPLN,D,20030930,000000,4.6051,4.6531,4.5666,4.6039,0,0
EURPLN,D,20031001,000000,4.596,4.6093,4.5436,4.5819,0,0
EURPLN,D,20031002,000000,4.5809,4.5919,4.5284,4.5472,0,0
EURPLN,D,20031003,000000,4.5371,4.5478,4.5127,4.53,0,0
EURPLN,D,20031006,000000,4.4752,4.5499,4.4744,4.5486,0,0
EURPLN,D,20031007,000000,4.5578,4.5652,4.5413,4.5522,0,0
EURPLN,D,20031008,000000,4.5647,4.569,4.5105,4.5192,0,0
EURPLN,D,20031009,000000,4.5028,4.523,4.477,4.5125,0,0
EURPLN,D,20031010,000000,4.5144,4.5792,4.5118,4.5431,0,0
EURPLN,D,20031013,000000,4.5246,4.5285,4.5026,4.5242,0,0
EURPLN,D,20031014,000000,4.5132,4.5502,4.5089,4.5428,0,0
EURPLN,D,20031015,000000,4.5469,4.5642,4.5277,4.5483,0,0
EURPLN,D,20031016,000000,4.546,4.6317,4.5456,4.6276,0,0
EURPLN,D,20031017,000000,4.6214,4.6459,4.5684,4.5926,0,0
EURPLN,D,20031020,000000,4.606,4.6385,4.5812,4.5914,0,0
EURPLN,D,20031021,000000,4.5819,4.6061,4.5765,4.5988,0,0
EURPLN,D,20031022,000000,4.6018,4.645,4.5927,4.6398,0,0
EURPLN,D,20031023,000000,4.6479,4.6832,4.6386,4.676,0,0
EURPLN,D,20031024,000000,4.6814,4.7072,4.6348,4.6732,0,0
EURPLN,D,20031027,000000,4.6759,4.6822,4.647,4.6578,0,0
EURPLN,D,20031028,000000,4.6505,4.6777,4.6283,4.6725,0,0
EURPLN,D,20031029,000000,4.6783,4.6844,4.6383,4.6598,0,0
EURPLN,D,20031030,000000,4.6542,4.6902,4.6452,4.6842,0,0
EURPLN,D,20031031,000000,4.6925,4.7137,4.6654,4.6771,0,0
EURPLN,D,20031103,000000,4.6863,4.6882,4.6078,4.6247,0,0
EURPLN,D,20031104,000000,4.6157,4.6266,4.5906,4.5944,0,0
EURPLN,D,20031105,000000,4.595,4.6279,4.5735,4.6146,0,0
EURPLN,D,20031106,000000,4.6106,4.6227,4.5798,4.5843,0,0
EURPLN,D,20031107,000000,4.5808,4.6125,4.5758,4.6043,0,0
EURPLN,D,20031110,000000,4.6279,4.6293,4.565,4.571,0,0
EURPLN,D,20031111,000000,4.5435,4.5822,4.5427,4.5714,0,0
EURPLN,D,20031112,000000,4.5804,4.5948,4.5585,4.5661,0,0
EURPLN,D,20031113,000000,4.5756,4.5851,4.5582,4.5833,0,0
EURPLN,D,20031114,000000,4.5974,4.5987,4.5577,4.5606,0,0
EURPLN,D,20031117,000000,4.5729,4.5997,4.5623,4.595,0,0
EURPLN,D,20031118,000000,4.5676,4.6212,4.5656,4.6116,0,0
EURPLN,D,20031119,000000,4.6096,4.6313,4.6012,4.6139,0,0
EURPLN,D,20031120,000000,4.6201,4.6472,4.6129,4.6331,0,0
EURPLN,D,20031121,000000,4.6208,4.681,4.6169,4.673,0,0
EURPLN,D,20031124,000000,4.6747,4.6747,4.6158,4.6253,0,0
EURPLN,D,20031125,000000,4.6368,4.6575,4.6294,4.6494,0,0
EURPLN,D,20031126,000000,4.6696,4.6724,4.6368,4.6536,0,0
EURPLN,D,20031127,000000,4.6668,4.6752,4.6558,4.6616,0,0
EURPLN,D,20031128,000000,4.674,4.7141,4.6673,4.6758,0,0
EURPLN,D,20031201,000000,4.668,4.6733,4.6321,4.6533,0,0
EURPLN,D,20031202,000000,4.6635,4.6892,4.6575,4.6724,0,0
EURPLN,D,20031203,000000,4.6894,4.6894,4.6363,4.6363,0,0
EURPLN,D,20031204,000000,4.6191,4.6515,4.6106,4.6268,0,0
EURPLN,D,20031205,000000,4.6372,4.6546,4.6088,4.6468,0,0
EURPLN,D,20031208,000000,4.6511,4.6596,4.6464,4.6563,0,0
EURPLN,D,20031209,000000,4.6587,4.6832,4.6507,4.6596,0,0
EURPLN,D,20031210,000000,4.6556,4.6629,4.6345,4.6486,0,0
EURPLN,D,20031211,000000,4.644,4.6548,4.631,4.6449,0,0
EURPLN,D,20031212,000000,4.6615,4.6648,4.6486,4.6588,0,0
EURPLN,D,20031215,000000,4.6541,4.6637,4.6457,4.6548,0,0
EURPLN,D,20031216,000000,4.6534,4.659,4.6286,4.6538,0,0
EURPLN,D,20031217,000000,4.6586,4.6613,4.6289,4.6414,0,0
EURPLN,D,20031218,000000,4.6372,4.6578,4.6372,4.6432,0,0
EURPLN,D,20031219,000000,4.6517,4.658,4.6346,4.6429,0,0
EURPLN,D,20031222,000000,4.6479,4.6534,4.6319,4.6421,0,0
EURPLN,D,20031223,000000,4.6426,4.6585,4.6358,4.6457,0,0
EURPLN,D,20031224,000000,4.6456,4.6785,4.6432,4.6681,0,0
EURPLN,D,20031229,000000,4.6625,4.6977,4.6552,4.6899,0,0
EURPLN,D,20031230,000000,4.6929,4.7134,4.6769,4.7134,0,0
EURPLN,D,20031231,000000,4.7012,4.7459,4.6946,4.7368,0,0
EURPLN,D,20040102,000000,4.6933,4.7112,4.6823,4.6832,0,0
EURPLN,D,20040105,000000,4.6961,4.7022,4.6553,4.6692,0,0
EURPLN,D,20040106,000000,4.6666,4.6964,4.6551,4.6666,0,0
EURPLN,D,20040107,000000,4.6532,4.6925,4.6475,4.6684,0,0
EURPLN,D,20040108,000000,4.651,4.7022,4.646,4.7012,0,0
EURPLN,D,20040109,000000,4.6961,4.7119,4.6832,4.6877,0,0
EURPLN,D,20040112,000000,4.6866,4.7131,4.6824,4.6908,0,0
EURPLN,D,20040113,000000,4.6961,4.7291,4.6808,4.7153,0,0
EURPLN,D,20040114,000000,4.7558,4.7673,4.7192,4.7594,0,0
EURPLN,D,20040115,000000,4.7526,4.7592,4.723,4.7292,0,0
EURPLN,D,20040116,000000,4.7254,4.7338,4.6875,4.7003,0,0
EURPLN,D,20040119,000000,4.7159,4.7282,4.7023,4.7188,0,0
EURPLN,D,20040120,000000,4.7322,4.7455,4.7061,4.7187,0,0
EURPLN,D,20040121,000000,4.7297,4.7379,4.6971,4.7079,0,0
EURPLN,D,20040122,000000,4.7152,4.7178,4.6783,4.6897,0,0
EURPLN,D,20040123,000000,4.6985,4.7046,4.6736,4.6791,0,0
EURPLN,D,20040126,000000,4.6832,4.7064,4.6677,4.6939,0,0
EURPLN,D,20040127,000000,4.6907,4.7686,4.6903,4.7671,0,0
EURPLN,D,20040128,000000,4.7559,4.7582,4.7199,4.7462,0,0
EURPLN,D,20040129,000000,4.724,4.7667,4.7213,4.7574,0,0
EURPLN,D,20040130,000000,4.756,4.8111,4.744,4.7989,0,0
EURPLN,D,20040202,000000,4.7871,4.7963,4.7591,4.7807,0,0
EURPLN,D,20040203,000000,4.7954,4.8235,4.7783,4.7808,0,0
EURPLN,D,20040204,000000,4.7836,4.8059,4.7726,4.7975,0,0
EURPLN,D,20040205,000000,4.8012,4.8702,4.8012,4.8648,0,0
