<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CDR,D,20000331,000000,49.6777,50.2679,46.3531,49.6777,493201.72644632513,0
CDR,D,20000403,000000,49.6777,49.6777,44.3957,44.7885,323584.3099988561,0
CDR,D,20000404,000000,42.6356,46.7459,40.6783,45.3787,707612.1592081363,0
CDR,D,20000405,000000,44.7885,44.7885,40.4818,41.2686,605695.9052359087,0
CDR,D,20000406,000000,41.8578,44.0019,41.8578,43.2249,820026.9195613196,0
CDR,D,20000407,000000,43.8054,44.7885,43.0286,44.1992,497589.08596484823,0
CDR,D,20000410,000000,44.9859,44.9859,42.0552,42.8321,354541.2092333028,0
CDR,D,20000411,000000,40.4818,40.4818,37.12,38.2907,335957.29511584656,0
CDR,D,20000412,000000,40.6783,42.0552,40.0978,40.0978,272108.9449910603,0
CDR,D,20000413,000000,37.7102,40.4818,37.7102,39.9014,438585.260460424,0
CDR,D,20000414,000000,40.0978,41.8578,39.0773,40.0978,410594.334369972,0
CDR,D,20000417,000000,36.2213,36.2213,33.4487,35.5181,424563.83369560156,0
CDR,D,20000418,000000,37.9067,37.9067,36.0239,37.3174,460227.8025643435,0
CDR,D,20000419,000000,37.9067,37.9067,35.9502,36.3431,377568.48304880754,0
CDR,D,20000420,000000,35.9502,36.5395,35.5181,36.3431,276567.57746532845,0
CDR,D,20000425,000000,34.5359,34.7324,33.7581,34.2639,207848.22990804343,0
CDR,D,20000426,000000,34.3484,34.3484,32.1936,32.1936,319344.5873172263,0
CDR,D,20000427,000000,31.567,32.2692,29.2157,29.806,586146.7516606724,0
CDR,D,20000428,000000,30.7803,32.1936,30.7803,31.6887,664114.2743181528,0
CDR,D,20000504,000000,29.806,30.5926,29.4121,29.806,281180.9740720644,0
CDR,D,20000505,000000,28.9073,28.9073,27.3438,28.1206,500758.6961252516,0
CDR,D,20000508,000000,27.7366,27.7366,26.1731,26.6415,222827.76883507145,0
CDR,D,20000509,000000,26.6415,27.8485,26.3606,27.6522,243949.00017698144,0
CDR,D,20000510,000000,28.045,30.1154,28.045,30.0024,1342676.5949505582,0
CDR,D,20000511,000000,30.0024,36.2213,30.0024,35.1252,1004726.7116291018,0
CDR,D,20000512,000000,37.5138,41.6614,36.3431,41.6614,1865547.2165025459,0
CDR,D,20000515,000000,41.2686,45.1824,39.9014,40.8747,1536659.180411267,0
CDR,D,20000516,000000,43.2249,44.7885,42.4383,42.8321,914379.0765590563,0
CDR,D,20000517,000000,41.2686,41.2686,38.6835,39.0773,556855.6032204385,0
CDR,D,20000518,000000,38.4871,40.2943,38.4871,39.705,559703.4668949185,0
CDR,D,20000519,000000,38.6835,39.0773,37.3174,37.5884,471668.13014618447,0
CDR,D,20000522,000000,37.3174,37.7102,35.5181,35.5181,497871.1232325765,0
CDR,D,20000523,000000,36.6141,36.6141,34.7324,34.7324,605648.0505370485,0
CDR,D,20000524,000000,32.9724,33.7581,30.9767,32.4657,547345.7545541576,0
CDR,D,20000525,000000,33.871,34.8541,33.1688,34.2639,784965.7162611487,0
CDR,D,20000526,000000,31.567,33.1688,31.567,32.8585,418381.4138774339,0
CDR,D,20000529,000000,34.0675,36.9235,34.0675,36.9235,1200618.3941187179,0
CDR,D,20000530,000000,37.3911,39.9014,36.8106,37.3174,875303.1694803877,0
CDR,D,20000531,000000,38.4871,38.4871,36.3431,37.3174,693708.8419128385,0
CDR,D,20000601,000000,38.4871,39.5076,38.1031,39.3111,1294507.276904162,0
CDR,D,20000602,000000,38.4115,38.4115,37.12,38.0186,736504.179096208,0
CDR,D,20000605,000000,38.1031,38.1031,36.2213,36.5395,471488.92957175133,0
CDR,D,20000606,000000,35.247,35.4435,33.5617,33.9546,859178.1723360658,0
CDR,D,20000607,000000,33.6353,36.5395,33.6353,36.1467,582929.2868014188,0
CDR,D,20000608,000000,37.008,38.4871,37.008,37.7102,842891.2837636914,0
CDR,D,20000609,000000,38.1031,39.1147,37.5884,38.0186,787237.2871791944,0
CDR,D,20000612,000000,37.7102,37.7102,36.5395,36.6141,212580.75416938472,0
CDR,D,20000613,000000,36.5395,37.12,35.7155,35.8275,365733.09965512675,0
CDR,D,20000614,000000,37.3174,37.9067,36.9235,36.9235,287909.141094207,0
CDR,D,20000615,000000,37.3174,37.3174,36.7272,36.9235,163753.68855998284,0
CDR,D,20000616,000000,37.008,37.008,36.3431,36.3431,237725.85295552798,0
CDR,D,20000619,000000,36.1467,36.1467,35.3217,35.4435,153595.25599643204,0
CDR,D,20000620,000000,37.5138,37.7102,37.008,37.3911,258527.37418167584,0
CDR,D,20000621,000000,37.5138,37.5138,36.7272,37.12,340200.07235271827,0
CDR,D,20000623,000000,36.8106,37.3911,36.8106,37.2044,120921.69671366029,0
CDR,D,20000626,000000,37.7102,41.2686,37.7102,40.8747,598231.5903994509,0
CDR,D,20000627,000000,41.4649,42.8321,40.6783,41.0711,1240691.1043926964,0
CDR,D,20000628,000000,41.0711,41.4649,40.2943,41.4649,510466.07269745733,0
CDR,D,20000629,000000,41.4649,41.4649,39.0773,39.5076,492252.7779498654,0
CDR,D,20000630,000000,39.9014,39.9014,37.5138,37.5138,540728.5697059552,0
CDR,D,20000703,000000,37.7849,39.0017,37.7849,38.4115,441639.8157065547,0
CDR,D,20000704,000000,38.6835,38.6835,37.7102,38.0186,358701.5134785323,0
CDR,D,20000705,000000,37.5884,38.1031,36.5395,36.5395,452594.4690042688,0
CDR,D,20000706,000000,36.3431,36.3431,35.1252,35.9502,238082.21773424323,0
CDR,D,20000707,000000,36.7272,36.7272,35.5181,36.3431,148706.94941754232,0
CDR,D,20000710,000000,36.9235,36.9235,35.7155,35.8275,120567.36830510631,0
CDR,D,20000711,000000,35.7155,35.7155,34.4603,34.6578,169484.03420172477,0
CDR,D,20000712,000000,35.7155,37.3911,35.7155,36.9235,343588.59230576,0
CDR,D,20000713,000000,37.3174,37.3174,36.4178,36.5395,210511.80208266695,0
CDR,D,20000714,000000,36.7272,37.12,35.5181,35.9502,198581.72747636642,0
CDR,D,20000717,000000,36.1467,36.3431,35.8275,35.9502,135528.57990065275,0
CDR,D,20000718,000000,35.9502,37.7102,35.9502,36.6141,297554.4083764135,0
CDR,D,20000719,000000,36.7272,38.2151,36.6141,37.12,266825.5826003309,0
CDR,D,20000720,000000,37.12,37.3174,36.5395,36.6141,252728.81013944081,0
CDR,D,20000721,000000,37.008,37.008,35.9502,36.2213,177466.6052449503,0
CDR,D,20000724,000000,35.9502,35.9502,35.3217,35.6311,105929.9395656445,0
CDR,D,20000725,000000,35.5181,35.5181,34.7324,34.8541,135441.0159835974,0
CDR,D,20000726,000000,34.7324,34.7324,32.5864,32.7829,204018.83581447296,0
CDR,D,20000727,000000,32.1936,33.0559,30.902,32.8585,351857.27335703635,0
CDR,D,20000728,000000,32.7829,33.2523,32.2692,32.5864,155206.02479623017,0
CDR,D,20000731,000000,31.567,32.3899,30.9767,31.8007,201467.26399888025,0
CDR,D,20000801,000000,30.7803,31.2949,29.4121,30.0024,369102.27409160626,0
CDR,D,20000802,000000,30.9767,31.8007,30.9767,31.4913,161564.5906335892,0
CDR,D,20000803,000000,31.4913,31.4913,30.1988,30.7047,239911.89632667974,0
CDR,D,20000804,000000,31.9981,32.5864,31.9981,32.4657,205130.69392406574,0
CDR,D,20000807,000000,32.5864,32.5864,31.8754,31.8754,91221.23787044668,0
CDR,D,20000808,000000,32.5864,33.2523,32.5864,33.0559,202515.99463338312,0
CDR,D,20000809,000000,34.1509,35.247,34.1509,34.9289,186920.4537317157,0
CDR,D,20000810,000000,34.6578,34.6578,33.0559,33.7581,305767.0892481744,0
CDR,D,20000811,000000,33.3652,33.3652,32.3899,32.5864,252918.19256470053,0
CDR,D,20000814,000000,32.5864,32.7829,32.3899,32.662,40348.63843122192,0
CDR,D,20000816,000000,33.1688,33.871,33.1688,33.871,68503.4923198906,0
CDR,D,20000817,000000,32.8585,33.1688,31.8754,32.3899,92408.44167610907,0
CDR,D,20000818,000000,33.3652,33.3652,31.9981,33.2523,106930.81550129715,0
CDR,D,20000821,000000,32.5864,32.7829,32.1936,32.4657,43071.265340606806,0
CDR,D,20000822,000000,32.7829,32.7829,32.3899,32.7829,56428.835431935644,0
CDR,D,20000823,000000,32.5864,33.1688,32.3899,32.5864,77314.86601989597,0
CDR,D,20000824,000000,33.3652,33.7581,33.1688,33.5617,85386.01916525445,0
CDR,D,20000825,000000,34.1509,34.3484,33.871,33.9546,144928.46457808412,0
CDR,D,20000828,000000,33.9546,33.9546,33.1688,33.3652,46461.821663811854,0
CDR,D,20000829,000000,33.1688,33.4487,32.5864,33.4487,42125.371399387936,0
CDR,D,20000830,000000,33.5617,34.0675,32.9724,33.2523,161286.6261061935,0
CDR,D,20000831,000000,33.5617,35.8275,33.5617,35.8275,379314.67046451126,0
CDR,D,20000901,000000,36.9235,38.4115,36.3431,37.9067,615007.207811194,0
CDR,D,20000904,000000,37.9067,38.1031,36.6141,36.6141,438562.8603886199,0
CDR,D,20000905,000000,36.3431,37.12,35.9502,37.12,320509.3910510825,0
CDR,D,20000906,000000,36.5395,37.2044,36.3431,36.9235,124633.99952278667,0
CDR,D,20000907,000000,36.3431,36.6141,35.5181,36.5395,195406.00820546912,0
CDR,D,20000908,000000,36.4178,36.4178,35.247,35.5181,190891.37555168557,0
CDR,D,20000911,000000,34.7324,35.1252,34.4603,34.6578,161415.93561161525,0
CDR,D,20000912,000000,34.9289,36.2213,34.9289,36.2213,206976.66347781252,0
CDR,D,20000913,000000,36.1467,36.5395,35.1252,35.5181,175104.41585460724,0
CDR,D,20000914,000000,35.9502,36.3431,35.5181,36.2213,118812.01722366684,0
CDR,D,20000915,000000,36.0239,36.0239,35.247,35.5181,164487.80000413684,0
CDR,D,20000918,000000,34.7324,35.1252,34.3484,34.9289,95813.25259046313,0
CDR,D,20000919,000000,34.5359,34.9289,33.9546,34.1509,157687.34184116853,0
CDR,D,20000920,000000,34.5359,34.5359,33.2523,33.3652,113612.14600967019,0
CDR,D,20000921,000000,33.3652,33.3652,31.567,31.9981,223325.6613401861,0
CDR,D,20000922,000000,30.1154,30.7803,28.7109,29.9277,378070.44829425483,0
CDR,D,20000925,000000,31.2949,31.567,30.7803,31.1741,164239.36284411984,0
CDR,D,20000926,000000,30.0024,30.1988,29.0193,29.4121,227361.7470054072,0
CDR,D,20000927,000000,29.2157,29.9277,29.1037,29.3011,193026.50966873512,0
CDR,D,20000928,000000,28.8317,28.8317,26.5571,27.6522,260243.01604492028,0
CDR,D,20000929,000000,28.6353,29.2157,27.5402,28.9073,326052.39063772606,0
CDR,D,20001002,000000,28.8317,30.7803,28.8317,30.1988,240424.0434229434,0
CDR,D,20001003,000000,28.8317,29.6095,28.1206,29.2157,115556.87951636936,0
CDR,D,20001004,000000,27.8485,29.6095,27.4557,29.2157,427254.89686744247,0
CDR,D,20001005,000000,29.6095,32.5864,29.2157,30.5082,1089592.438217392,0
CDR,D,20001006,000000,30.1988,30.7803,29.5349,29.9277,188994.49674384668,0
CDR,D,20001009,000000,29.0193,29.806,28.6353,29.4121,297178.69808113604,0
CDR,D,20001010,000000,29.6095,29.6095,28.8317,29.2157,284679.4580139657,0
CDR,D,20001011,000000,28.045,28.045,26.9509,27.6522,392720.09525469434,0
CDR,D,20001012,000000,28.1206,28.7109,27.6522,27.6522,359714.6076351727,0
CDR,D,20001013,000000,26.2477,26.8379,25.6574,26.7535,317919.1282023653,0
CDR,D,20001016,000000,28.6353,28.9073,27.8485,28.5144,377471.75546600635,0
CDR,D,20001017,000000,28.3171,29.1037,27.9341,28.9073,251073.24119603436,0
CDR,D,20001018,000000,27.5402,28.045,25.8549,26.4441,268196.05972076714,0
CDR,D,20001019,000000,28.1206,29.2157,28.1206,28.2425,309836.7750210967,0
CDR,D,20001020,000000,29.6095,29.6095,28.9073,29.3011,507896.173550383,0
CDR,D,20001023,000000,28.8317,28.8317,28.4388,28.6353,114509.16706694715,0
CDR,D,20001024,000000,28.1206,28.8317,28.1206,28.5144,161704.08198982733,0
CDR,D,20001025,000000,28.045,28.045,27.222,27.5402,78669.0521790139,0
CDR,D,20001026,000000,27.6522,27.6522,26.9509,27.222,105416.77428430018,0
CDR,D,20001027,000000,27.5402,27.5402,27.0245,27.1473,62627.54621141763,0
CDR,D,20001030,000000,27.222,27.3438,26.6415,27.3438,63872.7865667567,0
CDR,D,20001031,000000,26.8379,27.7366,26.8379,27.6522,102141.2728753598,0
CDR,D,20001102,000000,28.4388,29.2157,28.2425,29.2157,187424.4553473343,0
CDR,D,20001103,000000,29.806,30.3963,29.806,30.1154,486319.81347679533,0
CDR,D,20001106,000000,30.0024,31.9981,30.0024,31.9981,443052.0384153473,0
CDR,D,20001107,000000,31.9981,32.2692,30.9767,31.567,259227.88551812866,0
CDR,D,20001108,000000,31.567,31.567,30.5926,30.9767,251280.9509527757,0
CDR,D,20001109,000000,30.3117,30.3963,29.4121,30.1988,327979.81499803433,0
CDR,D,20001110,000000,30.0024,30.0024,28.7109,29.4121,197131.83191954,0
CDR,D,20001113,000000,27.8485,27.8485,26.4441,27.4557,581384.7000319524,0
CDR,D,20001114,000000,29.6095,29.6095,28.045,28.045,631926.3893195181,0
CDR,D,20001115,000000,26.6415,26.6415,22.8023,23.0823,689524.1012256334,0
CDR,D,20001116,000000,23.9828,23.9828,20.8076,23.1962,1249917.8976062287,0
CDR,D,20001117,000000,22.493,24.0939,22.4183,23.3926,343351.35518165014,0
CDR,D,20001120,000000,23.3169,23.8974,22.493,22.6059,241864.77531403402,0
CDR,D,20001121,000000,22.8858,23.0823,22.2209,22.4183,223545.58931790513,0
CDR,D,20001122,000000,22.493,22.493,20.9294,21.7063,262728.4058301912,0
CDR,D,20001123,000000,21.7063,21.9036,21.0414,21.3223,197903.6162117278,0
CDR,D,20001124,000000,21.7063,22.4183,21.5098,22.2209,398325.2041313471,0
CDR,D,20001127,000000,22.8858,23.0823,22.1001,22.2209,440640.9761410734,0
CDR,D,20001128,000000,22.2209,22.4183,21.5098,21.7063,190480.0287785456,0
CDR,D,20001129,000000,21.1258,21.4342,20.733,20.8076,335587.69393106294,0
CDR,D,20001130,000000,20.3391,20.4226,19.1311,19.3658,395564.9043739224,0
CDR,D,20001201,000000,19.5623,19.9463,19.2068,19.2431,279388.9683276718,0
CDR,D,20001204,000000,18.9347,19.0093,18.0724,18.1107,233136.89279075744,0
CDR,D,20001205,000000,18.5035,18.5408,18.0724,18.3444,305574.65226766275,0
CDR,D,20001206,000000,19.4031,19.5152,18.9347,19.3658,425460.8547528886,0
CDR,D,20001207,000000,19.6359,21.1258,19.3658,21.0414,746494.6111212225,0
CDR,D,20001208,000000,22.2966,22.8858,21.9036,22.1001,650048.0474097221,0
CDR,D,20001211,000000,22.6894,22.6894,21.9036,22.1001,387244.2958834633,0
CDR,D,20001212,000000,21.828,22.2209,21.3223,21.6317,374598.4371644802,0
CDR,D,20001213,000000,21.7063,22.6894,21.6317,21.9036,388639.20944586495,0
CDR,D,20001214,000000,21.9036,22.4183,21.7063,22.2209,330661.71450413944,0
CDR,D,20001215,000000,22.1001,22.493,21.7063,22.4183,310830.5236611748,0
CDR,D,20001218,000000,22.493,23.9828,22.493,23.3926,678356.647245785,0
CDR,D,20001219,000000,23.701,23.9828,23.0823,23.3926,409887.71392302535,0
CDR,D,20001220,000000,23.0823,23.3169,22.4183,22.6894,543088.7227261269,0
CDR,D,20001221,000000,21.7063,22.8858,21.7063,22.493,303951.66524688696,0
CDR,D,20001222,000000,23.3169,23.589,22.9988,23.5134,254542.197770557,0
CDR,D,20001227,000000,24.0939,25.1526,23.9828,24.9562,409899.93214401306,0
CDR,D,20001228,000000,25.7801,25.9766,24.2912,24.7598,719252.0510660635,0
CDR,D,20001229,000000,24.6841,24.8806,24.0939,24.3659,254778.41670959632,0
CDR,D,20010102,000000,23.589,24.4877,23.3926,23.9828,235293.40879453055,0
CDR,D,20010103,000000,23.701,23.8974,22.8023,23.0823,431755.274930077,0
CDR,D,20010104,000000,24.4877,24.5633,23.5134,23.701,578603.0183878143,0
CDR,D,20010105,000000,24.0939,24.0939,23.3169,23.3169,211066.71295238775,0
CDR,D,20010108,000000,22.8858,23.1962,21.828,22.0245,362622.54422948067,0
CDR,D,20010109,000000,22.2966,22.6059,21.7063,22.493,362015.7059205872,0
CDR,D,20010110,000000,22.2966,22.4183,21.828,21.9036,107598.74491511933,0
CDR,D,20010111,000000,21.7063,21.7063,20.9294,21.0414,299961.39791036485,0
CDR,D,20010112,000000,21.9036,22.2209,21.6317,21.7063,430006.0329591314,0
CDR,D,20010115,000000,21.9036,22.0245,21.1258,21.3223,132907.77149947625,0
CDR,D,20010116,000000,21.1258,21.6317,20.8076,21.3223,110857.95536273935,0
CDR,D,20010117,000000,21.7063,22.6894,21.2378,22.493,432307.13124454586,0
CDR,D,20010118,000000,22.4183,23.3926,22.2966,22.6894,391929.9836310249,0
CDR,D,20010119,000000,23.701,24.1793,23.3169,23.8974,676457.7320677746,0
CDR,D,20010122,000000,23.8974,23.8974,22.8023,22.8023,245091.4038390335,0
CDR,D,20010123,000000,22.6059,23.0823,22.4183,22.6894,211088.09483911126,0
CDR,D,20010124,000000,23.0823,23.3169,22.2966,22.493,207761.6841760687,0
CDR,D,20010125,000000,22.2966,22.6894,22.2209,22.493,193195.52839235196,0
CDR,D,20010126,000000,21.9036,22.493,21.7063,22.493,259368.39505944747,0
CDR,D,20010129,000000,22.4183,22.8023,22.2966,22.6894,138724.66287319292,0
CDR,D,20010130,000000,22.8858,23.3169,22.493,22.8023,138549.53503907216,0
CDR,D,20010131,000000,22.8858,22.8858,22.493,22.6059,111278.46580162515,0
CDR,D,20010201,000000,22.4183,22.4183,22.1001,22.2209,137161.74877225506,0
CDR,D,20010202,000000,22.493,22.6059,22.1001,22.1001,101348.10669644849,0
CDR,D,20010205,000000,21.828,21.9036,20.9294,21.0414,320486.99097927834,0
CDR,D,20010206,000000,20.8076,21.1258,20.1427,20.733,214463.37838608463,0
CDR,D,20010207,000000,20.2262,20.2262,19.2068,19.4778,396771.45369614504,0
CDR,D,20010208,000000,19.4031,20.1427,18.8129,18.973,287132.26587661606,0
CDR,D,20010209,000000,19.1694,19.1694,18.2315,18.2315,240106.36967735266,0
CDR,D,20010212,000000,18.3444,18.7372,18.035,18.2688,231252.23220389624,0
CDR,D,20010213,000000,18.7372,18.973,18.42,18.9347,287522.2307630325,0
CDR,D,20010214,000000,18.3827,18.5791,18.3444,18.5791,112224.35974284301,0
CDR,D,20010215,000000,18.973,19.0456,18.5035,18.8129,259143.37615631524,0
CDR,D,20010216,000000,18.42,18.5408,17.1737,17.3711,396937.4178645199,0
CDR,D,20010219,000000,17.3711,17.5675,15.9942,15.9942,355024.8471472785,0
CDR,D,20010220,000000,16.0413,16.4253,15.1799,16.1906,1347027.2998060575,0
CDR,D,20010221,000000,16.0776,16.0776,15.3293,15.6475,518876.2814751331,0
CDR,D,20010222,000000,15.8065,16.0776,15.5728,15.6475,503892.6698077825,0
CDR,D,20010223,000000,16.0776,16.5471,15.6848,16.1532,1030280.1026331532,0
CDR,D,20010226,000000,16.5471,16.7052,15.6102,15.6102,478404.4426489823,0
CDR,D,20010227,000000,15.5728,15.5728,13.69,13.69,627026.8827047213,0
CDR,D,20010228,000000,12.8296,14.9079,12.3239,14.7115,2526526.4989530267,0
CDR,D,20010301,000000,13.4936,14.3933,13.4936,13.6164,875327.6059223532,0
CDR,D,20010302,000000,13.6527,13.9994,13.2226,13.531,378858.52354775293,0
CDR,D,20010305,000000,13.6164,13.8875,13.0261,13.0261,259354.14046829843,0
CDR,D,20010306,000000,13.2589,13.6164,12.596,13.6164,675930.3121952713,0
CDR,D,20010307,000000,13.3345,13.3345,12.754,12.754,233169.4747133881,0
CDR,D,20010308,000000,12.482,12.7167,11.8544,12.0528,330029.42156818975,0
CDR,D,20010309,000000,11.4616,11.4616,10.6748,10.6748,621150.9365962473,0
CDR,D,20010312,000000,9.898,10.4038,9.57979,9.66425,408978.47464476066,0
CDR,D,20010313,000000,9.46684,10.4785,9.46684,10.4785,936306.7104859459,0
CDR,D,20010314,000000,10.6385,11.658,10.2908,11.658,1840961.1013263552,0
CDR,D,20010315,000000,12.754,13.2226,12.0882,13.2226,2092939.5090604224,0
CDR,D,20010316,000000,13.4553,13.69,11.5745,11.8544,3902741.092321033,0
CDR,D,20010319,000000,11.1051,12.6323,11.1051,11.8544,592631.5724482113,0
CDR,D,20010320,000000,12.1265,12.3985,12.0528,12.0528,328777.05391727824,0
CDR,D,20010321,000000,11.8544,12.1638,11.5372,11.5372,293789.1599430136,0
CDR,D,20010322,000000,11.4616,11.5372,10.994,11.5372,196710.30329557357,0
CDR,D,20010323,000000,12.1265,12.1265,11.5745,11.5745,263728.2635807632,0
CDR,D,20010326,000000,11.4616,11.8544,11.4252,11.4252,139156.37334797575,0
CDR,D,20010327,000000,11.658,11.658,11.3024,11.3397,135853.38094182807,0
CDR,D,20010328,000000,11.4616,11.5372,11.2651,11.4252,106011.39437221603,0
CDR,D,20010329,000000,11.1532,11.3024,11.0678,11.0678,75996.31633864954,0
CDR,D,20010330,000000,11.2651,11.2651,10.6002,10.6002,175238.81628543214,0
CDR,D,20010402,000000,10.6385,10.6385,10.0581,10.2908,75201.11378957292,0
CDR,D,20010403,000000,9.93529,10.01,9.66425,9.898,125989.20386698323,0
CDR,D,20010404,000000,9.70059,10.3282,9.62693,10.01,242769.94185197618,0
CDR,D,20010405,000000,10.4038,10.5629,10.1701,10.5629,224857.01170358408,0
CDR,D,20010406,000000,10.7594,10.7594,10.4785,10.5246,252238.04492990064,0
CDR,D,20010409,000000,10.5629,10.8713,10.3282,10.7594,223444.78899479148,0
CDR,D,20010410,000000,10.9086,11.4252,10.6748,10.9086,395511.95874965895,0
CDR,D,20010411,000000,11.1532,11.2651,10.9086,11.1051,291176.4970224922,0
CDR,D,20010412,000000,11.1532,11.1532,10.7967,10.9086,130484.49100421461,0
CDR,D,20010417,000000,10.6748,10.6748,10.2457,10.2908,111583.92132623823,0
CDR,D,20010418,000000,10.5246,10.9086,10.4038,10.9086,408769.74670294876,0
CDR,D,20010419,000000,11.3024,11.3869,10.9086,11.0678,408638.40082736575,0
CDR,D,20010420,000000,11.0314,11.2288,10.9086,11.1532,222343.11273601511,0
CDR,D,20010423,000000,10.7967,10.9086,10.7967,10.7967,131399.8393929631,0
CDR,D,20010424,000000,10.9086,11.0314,10.6748,10.7221,126750.80630835463,0
CDR,D,20010425,000000,10.6748,10.835,10.6002,10.7967,54317.119571777905,0
CDR,D,20010426,000000,10.9086,11.0314,10.835,11.0314,111179.70184866269,0
CDR,D,20010427,000000,10.9567,11.2288,10.7967,11.2288,199554.09422972103,0
CDR,D,20010430,000000,11.2288,11.771,11.2288,11.3869,331369.3531361567,0
CDR,D,20010502,000000,11.3869,11.6953,11.3024,11.4252,169549.19804697597,0
CDR,D,20010504,000000,11.3869,11.3869,10.994,11.1532,145383.59330975174,0
CDR,D,20010507,000000,11.2651,11.4252,10.994,10.994,96989.25636022344,0
CDR,D,20010508,000000,10.8713,10.8713,10.3665,10.4421,167406.9366343519,0
CDR,D,20010509,000000,9.898,9.9726,9.50416,9.57979,305032.9778040204,0
CDR,D,20010510,000000,9.62693,10.0581,9.42952,10.0581,335648.78503599163,0
CDR,D,20010511,000000,9.898,10.1701,9.77622,9.86167,148960.4775029726,0
CDR,D,20010514,000000,9.86167,9.86167,9.50416,9.54149,142581.5479639707,0
CDR,D,20010515,000000,9.62693,9.73792,9.30774,9.34506,276763.06900108204,0
CDR,D,20010516,000000,9.19607,9.19607,8.91478,9.14833,256071.51176379365,0
CDR,D,20010517,000000,9.54149,9.54149,9.19607,9.30774,173030.37284248634,0
CDR,D,20010518,000000,9.27051,9.39319,9.23329,9.23329,23547.566392421573,0
CDR,D,20010521,000000,9.27051,9.46684,9.27051,9.42952,76092.02573636104,0
CDR,D,20010522,000000,9.54149,9.86167,9.54149,9.66425,289965.87495993706,0
CDR,D,20010523,000000,9.54149,9.66425,9.42952,9.42952,149436.9881213738,0
CDR,D,20010524,000000,9.46684,9.46684,9.34506,9.34506,169613.34370714653,0
CDR,D,20010525,000000,9.46684,9.46684,9.11111,9.11111,78272.97818209855,0
CDR,D,20010528,000000,9.07389,9.23329,9.07389,9.14833,56787.23658081518,0
CDR,D,20010529,000000,9.14833,9.42952,9.14833,9.27051,44392.86957709914,0
CDR,D,20010530,000000,9.14833,9.23329,9.03628,9.07389,40667.33036190136,0
CDR,D,20010531,000000,9.03628,9.03628,8.87717,8.91478,151653.57704497475,0
CDR,D,20010601,000000,8.87717,8.87717,8.6057,8.80233,168989.19625185203,0
CDR,D,20010604,000000,8.64312,8.64312,8.1,8.1,165142.49301189065,0
CDR,D,20010605,000000,8.01583,8.1,7.65057,7.90337,300802.4187881264,0
CDR,D,20010606,000000,7.97841,8.21246,7.81921,7.81921,313660.06000417325,0
CDR,D,20010607,000000,7.66934,7.90337,7.35093,7.66934,311372.19812482724,0
CDR,D,20010608,000000,7.72541,7.90337,7.38835,7.38835,308080.4057545766,0
CDR,D,20010611,000000,7.35093,7.36968,7.20114,7.25733,303011.88041616295,0
CDR,D,20010612,000000,7.21981,7.54755,7.21981,7.51003,226986.0367101297,0
CDR,D,20010613,000000,7.70676,8.01583,7.65057,7.90337,310532.1954321363,0
CDR,D,20010615,000000,8.06258,8.37166,7.74417,8.21246,255333.32757930702,0
CDR,D,20010618,000000,8.13752,8.48402,7.94079,8.40908,275784.5931372335,0
CDR,D,20010619,000000,8.4466,8.64312,8.17494,8.6057,224124.93662959134,0
CDR,D,20010620,000000,8.48402,9.27051,8.48402,9.14833,392916.60497552855,0
CDR,D,20010621,000000,9.30774,9.9726,9.27051,9.93529,605169.5035484959,0
CDR,D,20010622,000000,10.0945,10.4785,9.86167,9.898,657966.472792777,0
CDR,D,20010625,000000,9.57979,10.1701,9.19607,10.0581,913138.9271291224,0
CDR,D,20010626,000000,10.1701,10.2908,9.70059,10.1701,862655.2743912435,0
CDR,D,20010627,000000,10.2457,10.2457,9.93529,10.2457,334557.29062803165,0
CDR,D,20010628,000000,10.1318,10.1318,9.66425,9.66425,224943.5574355588,0
CDR,D,20010629,000000,9.50416,10.1318,9.23329,9.86167,946083.3236437254,0
CDR,D,20010702,000000,9.73792,9.73792,8.68064,8.96153,135413.52498638,0
CDR,D,20010703,000000,8.91478,8.99905,8.37166,8.37166,103748.98711990599,0
CDR,D,20010704,000000,8.40908,8.40908,7.76293,7.81921,79569.1277915398,0
CDR,D,20010705,000000,7.90337,8.1,7.81921,7.90337,74788.74883134529,0
CDR,D,20010706,000000,7.94079,8.37166,7.86595,8.24987,78894.07108214512,0
CDR,D,20010709,000000,8.37166,8.40908,8.13752,8.40908,133097.15392473596,0
CDR,D,20010710,000000,8.4466,8.48402,7.90337,7.97841,95975.14401850745,0
CDR,D,20010711,000000,7.68799,7.86595,7.47261,7.86595,96417.03634411475,0
CDR,D,20010712,000000,8.1,9.07389,7.97841,9.07389,186510.12514365636,0
CDR,D,20010713,000000,9.27051,9.50416,8.80233,9.07389,204052.4359221842,0
CDR,D,20010716,000000,8.99905,9.23329,8.87717,9.23329,38733.79689110125,0
CDR,D,20010717,000000,9.07389,9.19607,8.48402,8.48402,64217.95130956886,0
CDR,D,20010718,000000,8.29682,8.6057,8.13752,8.6057,49207.866830083534,0
CDR,D,20010719,000000,8.6057,8.6057,8.33424,8.33424,61776.34348282861,0
CDR,D,20010720,000000,8.24987,8.37166,8.13752,8.17494,36056.98831040833,0
CDR,D,20010723,000000,8.37166,8.96153,8.37166,8.68064,76311.95371408305,0
